uid,accent,language_family,gender,age,reference,hypothesis,model
134,Konkani,Indo-Aryan,Female,45-60,India has numerous spoken languages in every state,INDIA HAS NUMEROUS OKEN LANGUAGES IN EVERY STATE,hybrid-w2v2-grl
135,Dogri,Indo-Aryan,Male,18-30,4 October,FOR A CUBERL,hybrid-w2v2-grl
136,Maithili,Indo-Aryan,Female,18-30,what alarms have been set for me,WHAT ALARMS HAVE BEEN SEID FOR ME,hybrid-w2v2-grl
137,Gujarati,Indo-Aryan,Female,30-45,"Yes, I have read a book other than my native language",YES I HAVE READ BOOK OTHER THAN MY NATIVEWLANGUAGE,hybrid-w2v2-grl
138,Telugu,Dravidian,Female,45-60,and I encountered a few difficulties in speaking English but not in writing in English.,AND I ENCOUNTERED A FEW DIFFICULTIES IN SPEAKING ENGLISH BUT NOT IN WRITING IN ENGLISH,hybrid-w2v2-grl
139,Odia,Indo-Aryan,Female,30-45,It makes our life so easy and I don't need to make a note on paper and pen so I can make the presentations. It makes it more easy.,IT MAKES OUR LIFE SO EASY AND I DON'T NEED TO MAKE A NOTE ON PAPER AND PAIN SHOW I CAN MAKE THE PRESENTATIONS IT MAKES MORE EASY,hybrid-w2v2-grl
140,Maithili,Indo-Aryan,Male,30-45,Tikri,,hybrid-w2v2-grl
141,Bodo,Sino-Tibetan,Male,18-30,please remove the alarm that is set for weekdays at nine,FLIS REMOVE TIE ELERM THAT IS SET FOR WITDES AT NINE,hybrid-w2v2-grl
142,Urdu,Indo-Aryan,Female,45-60,"Yes, when I had visited Taj Mahal",YES WEN A HAG DO VISITED THAGEMAHAL,hybrid-w2v2-grl
143,Urdu,Indo-Aryan,Male,30-45,that would become centres of intense nationalist activities,THAT WOULD BECOME CENTRS OF INTENSE NATIONALISTICTIVITIES,hybrid-w2v2-grl
144,Konkani,Indo-Aryan,Male,18-30,churches across the state,URCHES ACROSS THIS STATE,hybrid-w2v2-grl
145,Telugu,Dravidian,Female,45-60,"Goan food may be divided into Goan Catholic and Goan Hindu cuisine with each showing very distinct tastes, characteristics, and cooking styles.",GOBEN FOOT MAY BE DIVIDED INTO GOEN CATHOLIC AND GOEN HIN THE CUSENE WITH EACH SHOWING VERY DISTINCT TASTE CHARACTERISTICS AND COOKING STYLES,hybrid-w2v2-grl
146,Dogri,Indo-Aryan,Male,18-30,"which are especially celebrated with full swings in our state, Jammu and Kashmir are",WHICH ARE SPECIALLY CELEBRATED WITH FUL SWINGS IN O VOSTAR JAMUNKISHMI RAR,hybrid-w2v2-grl
147,Urdu,Indo-Aryan,Male,30-45,Wow,,hybrid-w2v2-grl
148,Bengali,Indo-Aryan,Female,30-45,give me the local time of darjeeling,GIVE ME THE LOCAL TIME OF DAGILLING,hybrid-w2v2-grl
149,Kashmiri,Indo-Aryan,Male,30-45,Do you have a favorite book that you have read multiple times?,DO YOU HAVE A FAVORITE BOOK THAT YOU HAVE READ MALTIPLE TIMES,hybrid-w2v2-grl
150,Nepali,Indo-Aryan,Male,18-30,"of her life, how she became a writer from a poor dump.",OF HER LIFE HOW SHE BECAME A WRITER FROM A POOR DUMPD,hybrid-w2v2-grl
151,Urdu,Indo-Aryan,Male,45-60,What are some local cuisines or dishes that tourists should try while visiting your state?,WHAT ARE SOME LOCAL CUSINES OR DISHES THAT TOURIS SHOULD TRY WHILE VISITING YOUR STATE,hybrid-w2v2-grl
152,Malayalam,Dravidian,Male,18-30,Happy,APY,hybrid-w2v2-grl
153,Punjabi,Indo-Aryan,Female,45-60,"In Punjab, so many hockey stadium and cycling velodrome with the capacity of 5000 to 10000.",IMPENJUR SO MANY HOKY STEDIU AN CYCLING VELUDRAM WITH THE CAPACITY OF THE FIVE THOUSAND TO TEN THOUSAND,hybrid-w2v2-grl
154,Kashmiri,Indo-Aryan,Female,30-45,The basic need of a student is to learn,THE BAS IC NEED OF IS STUDENT IS TO LEARN,hybrid-w2v2-grl
155,Kannada,Dravidian,Male,30-45,Don The Chase Begins Again starred Shah Rukh Khan and Priyanka Chopra and the movie became Rampal's first hit.,DOWN THE CHASE BEGINS AGAIN STAR THE SHAROCAAND PAANCA CHOPRA AND THE MOVI BECAME RAMRAMPLES FAST HIT,hybrid-w2v2-grl
156,Assamese,Indo-Aryan,Female,30-45,i am trying to find a Paid Second Dose of COVAXIN can you list all such centres in state Mizoram,I AM TRYING TO FIND A PAIG SECOND DOSE OF KOBAXSIN CAN YOU LEAST ALL SUR CENTRES IN STEAD MISURUM,hybrid-w2v2-grl
157,Hindi,Indo-Aryan,Male,18-30,to pay my FASTag bill?,TO PAY ME FOR A STAG BILL,hybrid-w2v2-grl
158,Gujarati,Indo-Aryan,Male,18-30,or any new such belief or encounter if they encounter any new tradition about religion then they discuss that.,OR ANY NEW SUCH BELIEF OR ENCOUNTER IF THEY ENCOUNTER ANY A NEW TRADITION ABOUT RELIGION EN THEY DISCUSSE THAT,hybrid-w2v2-grl
159,Punjabi,Indo-Aryan,Male,30-45,Do you have any favorite English writers and poets?,DO YOU HAVE ANY FAVORITE ENGLISH WRITERS AND POETS,hybrid-w2v2-grl
160,Malayalam,Dravidian,Female,30-45,all originally written in Greek and together known as the New Testament,ALL ORGINALLY RETURNING GREEK AND TO GETHER KNOWN AS A NEW TESTAMENT,hybrid-w2v2-grl
161,Bodo,Sino-Tibetan,Male,30-45,"Assam, situated at the foothills of the eastern Himalayas",A SUM SHETWATED AT THE PUD HILLS OF THE EASTERN HIMALAAS,hybrid-w2v2-grl
162,Bengali,Indo-Aryan,Male,60+,newspaper,,hybrid-w2v2-grl
163,Telugu,Dravidian,Female,45-60,Skip,,hybrid-w2v2-grl
164,Odia,Indo-Aryan,Male,60+,Can you check if the OTP 647399 is still valid for vaccine registration for user with phone number 71615084958,CAN YOU CHECK IF THE OTY BE SIX FOR SEVEN THREE DOUBLE NINE IS STILL HELD FOR BAX IN THE DISTASUM FOR USURE WITH THE FOUR NUMBER SEVEN ONE SIX ONE IVE GERO EIGHT FOR NINE PI BAIT,hybrid-w2v2-grl
165,Assamese,Indo-Aryan,Male,18-30,and ask deeply personal questions or anything relating to finance.,AND ASK DEEPLY PARTONAM CRERSONS OR ANYTHING RELATING TO PINANCE,hybrid-w2v2-grl
166,Odia,Indo-Aryan,Female,60+,you can talk about common things if you travel,YOU CAN TALK ABOUT COMMONTHING SIPUTRAVL,hybrid-w2v2-grl
167,Nepali,Indo-Aryan,Female,30-45,"designed with 3D print technology, etc. The government envisions developing a voice-based technology.",DESIGNED WITH THREE DEPRINT TECHNALOSY ET CETERA THE GOVERMENT IN REASONS DEBLOPING A VOICE BESTE TECHNOLEGY,hybrid-w2v2-grl
168,Konkani,Indo-Aryan,Male,30-45,The brand of Ambipur Car Freshener Gel I recieved is not correct,THE BRAND OF EMBIPIOC CAR FRESINALGEL I RECEIVE IS NOT CHORRECT,hybrid-w2v2-grl
169,Gujarati,Indo-Aryan,Male,30-45,There was a movie called What's your Raashee which was based on that book.,THERE WAS A MOVY CALLED WATCER RASE WHICH  WHICH WAS BASED ON THAT BOOK,hybrid-w2v2-grl
170,Tamil,Dravidian,Male,30-45,Off,,hybrid-w2v2-grl
171,Dogri,Indo-Aryan,Female,18-30,Play,,hybrid-w2v2-grl
172,Telugu,Dravidian,Male,45-60,Tree,,hybrid-w2v2-grl
173,Malayalam,Dravidian,Male,30-45,"How is the English language used in the media such as radio, television and print?",HOW IS THE ENGLISH LANGUAGE USED IN THE MEDEA SUCH AS RADIO TELIVITION AND PRINT,hybrid-w2v2-grl
174,Telugu,Dravidian,Female,45-60,How does the art and craft sector in your state engage with or respond to global or international trends or influences? The art and craft of our state,HOW DOES THE ART AND CRAFTS ECTOR IN YOUR STATE ENGAGE WITH OR RESPOND TO GLOBAL OR INTERNATIONAL TRANCS OR INFLUENCESTHE ART AND CRAFT OF OUR STATE,hybrid-w2v2-grl
175,Kashmiri,Indo-Aryan,Female,30-45,"The other day, she placed some fruits on the table and I drew them. I quite liked what I did.",THE OTHER DAY SHE REPLACED SOME FRUITS ON THE TABLE AND I DREW THEM I QUITE LIKED WHAT I DID,hybrid-w2v2-grl
176,Bengali,Indo-Aryan,Female,30-45,Bed,AN,hybrid-w2v2-grl
177,Malayalam,Dravidian,Male,30-45,Dog,DOG,hybrid-w2v2-grl
178,Odia,Indo-Aryan,Female,18-30,Can I know the nearest medical store to my current location in district Dindigul,CAN I KNOW THE NEAREST MEDICAL STORE TO MY CURRENT LOCATION IN THI STRICT DINDIGUL,hybrid-w2v2-grl
179,Dogri,Indo-Aryan,Male,18-30,and energy,AN ANEGY,hybrid-w2v2-grl
180,Maithili,Indo-Aryan,Male,30-45,gajar halwa I did not know anything about it so I started watching videos on YouTube and then I,GARGER HULWA I DID NOT KNOW ANYTHING ABOUT IT SO I STARTED WATCHING WIT YOUS ON YOU TO AND THEN I,hybrid-w2v2-grl
181,Sindhi,Indo-Aryan,Male,30-45,As India is a country full of diversities,AS INDIAIS A COUNTRY FULL OF DRIVERSITIES,hybrid-w2v2-grl
182,Urdu,Indo-Aryan,Male,18-30,Can you check my total holdings in APY account having PRAN number 652922439958,CAN YOU CHECK MY TUTAL HOLDINGS IN A P WY ACCOUNT HAVING P RIN NUMBER SIX FIVE TU NINE OUBLE TWO FOR THRY DOUBLE NINE FIVE WET,hybrid-w2v2-grl
183,Nepali,Indo-Aryan,Female,18-30,buy some yarns and knit them mufflers and beanies and socks,BISAM YONS AND MEAD THEM MUFFLERS AND BEENIES AND SOGS A,hybrid-w2v2-grl
184,Odia,Indo-Aryan,Female,30-45,One,,hybrid-w2v2-grl
185,Assamese,Indo-Aryan,Male,18-30,Stop processing the payment for Amazon,STOP PROCESSING THE PAYMENT FOR AMISM,hybrid-w2v2-grl
186,Sindhi,Indo-Aryan,Female,30-45,"I am totally quiet. So that is also an indicator of my happiness and sadness or something, you know. Something wrong has happened. This is how it goes.",I AM TOTALYQUISE SO THAT IS ALSO AN INDICATOR OF THE MY HAPPINESS AND SADNESS OR SOMETHING IN NOW SOMETHING WRONG HAS HAPPENED THIS IS HOW IT GOWES,hybrid-w2v2-grl
187,Urdu,Indo-Aryan,Female,18-30,Got ill conditioned Colgate Mouthwash,GOT ILL CONDITION COOLL GET MOUTH WASH,hybrid-w2v2-grl
188,Assamese,Indo-Aryan,Male,60+,wow,,hybrid-w2v2-grl
189,Bodo,Sino-Tibetan,Male,30-45,is the largest state in northeast India and lies in the middle reach of the river Brahmaputra and Barak,IS THE LARGEST THAT IN NOTICE INDIA AND LIES IN THE MIDDLE READHS OF THE RIBELBRAMMA PUTROAND BARAP,hybrid-w2v2-grl
190,Konkani,Indo-Aryan,Male,18-30,which is indeed the most innovative things happening out,WHICH IS INDEED THE MOST INNUATIVE THINGS HAPPENING OUT,hybrid-w2v2-grl
191,Malayalam,Dravidian,Female,18-30,"Christmas is observed with great merriment by Christians of various denominations, including Catholics and Protestants, throughout Assam.",CHRISTMAS IS ABSURD WITH GREAT MERRIMENT BY CHRISTIANS OF VARIOUS DENOMINATIONS ENCLUDING CATHOLICS AND PROTESTANTS THROUGHOUT ASA,hybrid-w2v2-grl
192,Tamil,Dravidian,Male,45-60,By the way,BY THE WAY,hybrid-w2v2-grl
193,Dogri,Indo-Aryan,Male,45-60,"Has the payment been confirmed for my order containing Dhampur Green White Sugar , Cremica Bourbon Sandwich Biscuits and Cherry Blossom Liquid Shoe Polish ?",HAS THE PAYMENT BEING CONFORMED FOR MY ODER CONTAINING DUMP OR GREEN WHILDE SUGAR CRIMICA BROWN SANDWICH BISCUIT AND CHERRY BLOSSOM LIQUID SHOE POLY,hybrid-w2v2-grl
194,Kannada,Dravidian,Male,30-45,Skip,,hybrid-w2v2-grl
195,Kannada,Dravidian,Male,45-60,as my profession was in chemistry and chemical engineering,AS MY PROFESSION WAS INAA CHEMISTRY AND CHEMICAL ENGINEERING,hybrid-w2v2-grl
196,Bengali,Indo-Aryan,Male,30-45,"Eastern and southeastern Rajasthan is drained by the Banas and Chambal rivers, tributaries of the Ganges.",EASTERN AND SOUTHEASTERN ROCHESTON IS DRAINED BY THE BANNERS AND CHUMBAL RIVERS TRIBUTARIES OF THE GANGES,hybrid-w2v2-grl
197,Kannada,Dravidian,Female,18-30,"you can enjoy the Himalayan forests, gushing river waters, a serene Himalayan lake, clear view of snow-clad mountain ranges, widely spread cool bagyals",YOU CAN ENJOY THE HIMALIAN FORESTS GUSHING RIVER WATERS A SERAIN HIMALIAN LAKE CLEAR VIEW OF SNOW CLAD MOUNTAIN RANGES WIDELY SPREAD COOL BUGYALS,hybrid-w2v2-grl
198,Urdu,Indo-Aryan,Male,30-45,It further notes that environmental protection is an integral part of sustainable development and cannot be considered separately.,IT FURTHER NOTES THAT AN WERIMENTAL PROTECTION IS AN INTEGRAL PART OF THE STANABLE DEVELOPMENT AND CANNOT BE CONSIDERED SEPARATELY,hybrid-w2v2-grl
199,Telugu,Dravidian,Female,30-45,"Padmavati, Venkateshwar Rao, Kalyan Chakravarty, Jhansi Lakshmi, Meenakshi.",BUT MATY VENGET IS FORRO ALYANGAC RAVITY CHANCELECTS ME MEN ACTION,hybrid-w2v2-grl
200,Punjabi,Indo-Aryan,Female,18-30,"Most people here are engaged in businesses of various sorts, which contribute greatly to the overall economy of the district",MOST PEOPLE HERE ARE ENGAGED IN BUSINESSES OF ANY SORTS WHICH CONTRIBUTE GREATLY TO THE OVERAL ECONOMY OF THE DISTRICT,hybrid-w2v2-grl
201,Nepali,Indo-Aryan,Male,18-30,"First of all, in my own opinion, we should be aware of our self-doubt or doubtfulness.",LNESSFIRST OF ALL IN THE OPENING IN MY OWN OPINION OPINION WE SHOULD BE ABIT OF OURSELF SELF DOUBT WE SHOULD BE ABIT OF OURSELF A DOUBT OR DOUBTFULNESS EVER,hybrid-w2v2-grl
202,Malayalam,Dravidian,Female,18-30,Can you check if the Banaras Hindu University is an AICTE approved institute?,CAN YOU CHECK IF THE BERNARS INTHE UNIVERSITY IS AN ISETY E APPRODE INSTITUTE,hybrid-w2v2-grl
203,Nepali,Indo-Aryan,Female,30-45,"It brings an end to the ill-omened month of Pooj, that is mid-December, when all religious ceremonies are forbidden.",IT BRINGS AN END TO THE ILL OMENT MONTH OF POSE THAT IS MADE DECEMBER WHEN ALL RELIGIONRELIGIOUS CEREMONIES ARE FORVADEN,hybrid-w2v2-grl
204,Gujarati,Indo-Aryan,Male,45-60,Can you list all the Paid vaccination centres for age group 18+ years in district Chatra,CANULISHT ALL THE PAGE VAXINITIAN CENTRS FOR AGE GROUP EIGHTEEN PLUSE YEARS IN DISTRICT CHATRA,hybrid-w2v2-grl
205,Malayalam,Dravidian,Female,18-30,"Coming up with a career goal is somewhat adventurous, can be rewarding in the long run",COMING A WITH CARRY CALL IS SOMEWHAT ADVENTUROUS CAN BE REWARDING IN THE LONG RUN,hybrid-w2v2-grl
206,Malayalam,Dravidian,Female,18-30,Visual,,hybrid-w2v2-grl
207,Malayalam,Dravidian,Male,30-45,Forward,,hybrid-w2v2-grl
208,Urdu,Indo-Aryan,Female,45-60,Agree,GR,hybrid-w2v2-grl
209,Tamil,Dravidian,Female,30-45,Can you list all the vaccination centres where Booster Dose of COVOVAX is available for age groups 15-17 years,CAN YOU LIST ALL THE VACCINATION CENTRS WHERE BOOSTER DOS OF COVA WAX IS AVAILABLE FOR AGE GROUPS FIFTEEN TO SEVENTEEN YEARS,hybrid-w2v2-grl
210,Kannada,Dravidian,Female,30-45,Talking about the challenges particularly faced by the women,ARE TALKING ABOUT THE A CHALLENGES PARTICULARLY EFFACED BY THE WOMEN,hybrid-w2v2-grl
211,Bengali,Indo-Aryan,Male,60+,Next,,hybrid-w2v2-grl
212,Telugu,Dravidian,Male,18-30,Disable Autopay for my Electricity bill for July and April,DISABLE OUGHT TO PAY FOR MY ELECTRICITY BILL FOR JULY AND APROL,hybrid-w2v2-grl
213,Bengali,Indo-Aryan,Male,60+,Moby Dick,OBING I,hybrid-w2v2-grl
214,Dogri,Indo-Aryan,Female,45-60,"Has the payment been confirmed for my order containing Farmveda Choco Peanuts , American Garden Microwave Popcorn and Natureland Organics Black Pepper",HAS THE PAYMENT BEEN CONFIRMED FOR MY ORDER CONTAINING FORM WITH ARCOCOPINUTS AMERICAN GARDEN MICRO WAVE BACON AND NATURE LAND ORGNICS BLACK PAPPER,hybrid-w2v2-grl
215,Odia,Indo-Aryan,Female,60+,Remove my finger print from PayPal and keep PIN option only!,REMOVE MY FINGER PRINT FROM PAPER AND KIVE PIN OPTIONALLY,hybrid-w2v2-grl
216,Nepali,Indo-Aryan,Female,30-45,"Be it ticket booking, hotel booking, changing reservations, mobile apps have changed the travel experiences",P I TICETE BOOKING HOTEL BOOKING CHANGING RESERVATIONS MOBILE ABS HAVE CHANGED THE TRAVEL EXPERIENCES,hybrid-w2v2-grl
217,Malayalam,Dravidian,Female,30-45,39,CUTIG IME,hybrid-w2v2-grl
218,Telugu,Dravidian,Female,45-60,Skip,,hybrid-w2v2-grl
219,Bodo,Sino-Tibetan,Male,45-60,Bird,,hybrid-w2v2-grl
220,Urdu,Indo-Aryan,Female,18-30,"There are several escape rooms, there are various adventure games that are nature themed Like one has to cross a forest to",THERE ARE SEVERAL SEVERAL ESCAPE ROOMS THERE ARE VARIOUS ADVENTURE GAMES THAT ARE NATURE SEEMED LIKE ONE HAS TWO A CROSS A FOREST TO,hybrid-w2v2-grl
221,Assamese,Indo-Aryan,Male,60+,The items Pediasure Balanced Nutritional Powder,THE ITEMS PEDIA SYL BELANCSE NETITINAL BURDER A HAIRBILD,hybrid-w2v2-grl
222,Kannada,Dravidian,Female,30-45,"though okay, but making it compulsory or a kind of",THE DOUGH OKEN BUT MAKING IT COMPULSORY ORA KIND OF WORK,hybrid-w2v2-grl
223,Punjabi,Indo-Aryan,Female,30-45,"Besides, there are 32 dormitories that can accommodate 1,000 people.",BESIDES THERE ARE THIRTY TWO DOMITARIES THAT CAN ACCOMMODATE THOUSAND PEOPLE,hybrid-w2v2-grl
224,Bengali,Indo-Aryan,Male,60+,and social media,ANSUSION IDIA,hybrid-w2v2-grl
225,Bodo,Sino-Tibetan,Female,18-30,Wow,,hybrid-w2v2-grl
226,Malayalam,Dravidian,Female,18-30,"Later, if we compare the English language to other languages such as Malayalam, Hindi, Tamil, etc",LATER IF WE COMPARED ENGLISH LANGUAGE TWO OTHER LANGUAGES SUCH AS MALYOLUM IN THE THUMAL ET CETERA,hybrid-w2v2-grl
227,Telugu,Dravidian,Female,45-60,How has your practice of yoga changed or evolved over time?,HOW HAS YOUR PRACTICE OF YOUGA CHANGE OR A WALD OR TIME,hybrid-w2v2-grl
228,Kannada,Dravidian,Male,18-30,yes,IS,hybrid-w2v2-grl
229,Bengali,Indo-Aryan,Female,45-60,House,,hybrid-w2v2-grl
230,Assamese,Indo-Aryan,Male,18-30,How has the English language influenced your culture and identity?,HOW HIS THEINGLAS LANGUASE INFLANCED HYOUR CULTURE AND IDENTITY,hybrid-w2v2-grl
231,Marathi,Indo-Aryan,Female,18-30,The rainfall we receive is moderate.,REINTHAULL WE RECEIVE HIS MODERYTE I MAY A,hybrid-w2v2-grl
232,Assamese,Indo-Aryan,Female,30-45,Give 5 stars to the product quality of Laplast Pedal Plastic Garbage Bin,GIVE FIVE STARSH TO THE PRODUCT QUALITY OF LAPLASED PEDAL FLASTIC GARBES PIN,hybrid-w2v2-grl
233,Kannada,Dravidian,Female,30-45,But the particular importance is given to the families with the BPL cards,BUT THE PARTICULAR IMPORTANCE IS GIVEN TO THE FAMILIES WITH THE BEPAAL CARDS,hybrid-w2v2-grl
234,Bengali,Indo-Aryan,Male,18-30,Seven,EVEN,hybrid-w2v2-grl
235,Bengali,Indo-Aryan,Male,18-30,Two,,hybrid-w2v2-grl
236,Konkani,Indo-Aryan,Female,30-45,Jump,JUMP,hybrid-w2v2-grl
237,Malayalam,Dravidian,Male,30-45,How do you practice and work on your singing technique?,HOW DO YOU PRACTISE AND WORK ON YOUR SINGING TECHNIQU,hybrid-w2v2-grl
238,Malayalam,Dravidian,Female,18-30,"still here, like that the Roman and Greek gods are still among us even in the modern",STILL HERE YOU KNOW THAT THE ROMEN AND GRE GODS ARE STILL AMONG US EVEN IN THE MODER,hybrid-w2v2-grl
239,Punjabi,Indo-Aryan,Female,30-45,"I think it is easy, humble and very polite language.",I THINK IT IS EASY HUMBLE AND VERY POLITE LANGUAGE,hybrid-w2v2-grl
240,Odia,Indo-Aryan,Female,30-45,"I'd like to share a few here. Like in art, culture and heritage, the government is trying to expand it like in theater, jatra, cinema, painting and dance",I LIKE TO SHARE FEW HERE LIKE IN ARTICULTURE AND HERE IT IS THE COMMENT IS TRYING TO EXPANDIT LIKE IN THEATURE JECTRA SIN THE MA P IN PINK AND DANC,hybrid-w2v2-grl
241,Kannada,Dravidian,Female,18-30,today morning were of bad quality.,TO DAY MORNING WEOFF BAD CALITY,hybrid-w2v2-grl
242,Urdu,Indo-Aryan,Male,30-45,The first global environmental forum from an Islamic perspective held from 23-25 October 2000,THE FIRST GLOBILE AND WORRIMENTAL FOROM FROM AN IS LANNING PERSPECTIVE HELD FROM TWENTY THIRD TO TWENTY FIFTH DOCT ABOUT TWO THOUSAND,hybrid-w2v2-grl
243,Hindi,Indo-Aryan,Male,18-30,where should i go for Mexican food in my area.,THERE SHOULD I GO FOR MEXICAN FOOD IN MY ARIA,hybrid-w2v2-grl
244,Kannada,Dravidian,Female,30-45,Clear all the reminders set up last Year,CLEAR ALL THE REMINDERS SET UP LAST YEAR,hybrid-w2v2-grl
245,Maithili,Indo-Aryan,Male,30-45,"I later realized when I had left. When I came back there, a gentleman had deposited my wallet at the bus stand office. It was a pleasant experience for me. I remember another experience where at Malda station, Rs. 20 was being taken for Rs. 15 water bottle. And on protesting, the vendor went on a rampage. The local people saved us.",A LATTERLY LODGED WHEN I HAD LEPT WHEN I CAME BACK THERE A GENTLEMAN HAD DEPOSED IN MY VALOT AT THE BUSESTAND OFFICEIT WAS A PLAGANT EXPERIENCE FOR ME I REMEMBER ANOTHER EXPERIENCE WERE AT MARLDA STESONRUPISH TWENTY WILE BEING TAKEEND POTPISH PUPED IN WATERBOTTLEAND ON PROTESTING THE BENDER WENT ON A RAMP EDGETHE LOCAL PEOPLE SEPD US,hybrid-w2v2-grl
246,Bodo,Sino-Tibetan,Male,30-45,Baukungri peak,,hybrid-w2v2-grl
247,Bengali,Indo-Aryan,Male,18-30,Agree,,hybrid-w2v2-grl
248,Odia,Indo-Aryan,Female,18-30,"where there was no mobile networks and we enjoyed for around three, four days out of technology, out of office",WHERE THERE WAS NO MORBILE NETWORKS AND WE ENJOYED FOR AROUND THREE FOUR DAYS OUT OF TYCHKNOLOGY OUT OF OFFICE,hybrid-w2v2-grl
249,Kashmiri,Indo-Aryan,Female,30-45,Up,,hybrid-w2v2-grl
250,Kannada,Dravidian,Male,18-30,The major functions that we celebrate here are,THE MAJOR FUNCTIONS THAT WE CELEBRATE HERE ARE,hybrid-w2v2-grl
251,Nepali,Indo-Aryan,Female,30-45,what's the weather forecast for today,WALKS THE WITHER FORCAST FOR TO DAY,hybrid-w2v2-grl
252,Sindhi,Indo-Aryan,Male,30-45,"to write literature, poetry and the other form of it",TO WRITE LITTLEATURE POETRY AND THE OTHER FORM OF IT,hybrid-w2v2-grl
253,Punjabi,Indo-Aryan,Male,30-45,Show the transaction details of my APY account with PRAN number 288614536785,SHOW THE TRANSACTION DETAILS OF MY APY WY ACCOUNT WITH BROWN NUMBER TWO EIGHT EIGHT SIX ONE FOR FIVE THRE SIX SEVEN EIGHT FIVE,hybrid-w2v2-grl
254,Marathi,Indo-Aryan,Female,30-45,Can I invest in mutual funds through my Google Pay,CAN I INVESTIN MUTUAL FUNDS THROUGH MY GUGALE PAY,hybrid-w2v2-grl
255,Kashmiri,Indo-Aryan,Female,30-45,is filled with this a lot of scenic beauty,IS FILLED WITH THIS WITH A LOT OF SCENIC BEAUTY A,hybrid-w2v2-grl
256,Bengali,Indo-Aryan,Female,30-45,"or it was on some occasion, especially during the Durga",OR IT WAS FORSA INSA ON SOME OCCASION ESPECIALLY DURING THE DUGOP,hybrid-w2v2-grl
257,Maithili,Indo-Aryan,Female,45-60,Can you track the application status on National Scholarship portal for my mobile number 96131179914,CAN YOU TRACT THE APPLICATION STATUS ON NATIONAL SCHOLASSHIP PORTAL FOR MY NUMMOBILE NUMBER NINE SIX ONE THREE ONE ONE SEVEN NINE NINE MONE FOR,hybrid-w2v2-grl
258,Dogri,Indo-Aryan,Male,18-30,"highly suffer due to social and environmental impacts,",ILE ISUFFER TO THE SOCIAL ENVORAMENTALAN BACKS AR,hybrid-w2v2-grl
259,Tamil,Dravidian,Female,18-30,"I used, it is very much helpful",I USED IT IS VERY MUCH HELSO,hybrid-w2v2-grl
260,Gujarati,Indo-Aryan,Male,18-30,A few tributaries form marshy land in early dry season due to natural seepage,A FEW TRIBUTARIES FORM MARCILAN IN A REALLY DRYCISIAN DUTO NATURAL SIPE,hybrid-w2v2-grl
261,Tamil,Dravidian,Female,18-30,"Another issue is the rise of resorts and entertainment centers which have ruthlessly exploited natural resources, water being the main. Resorts have misused this resource and villages have faced major issues due to critically low levels of available ground water",ANOTHER ISSUE IS THE RISE OF RESURTS AND ENTERTAINMENT CENTRES WHICH HAVE REATHLESSLY EXPLOITED NATURAL RESOURCES WATER BEING THE MAYRESURTS HAVE MISUSED THIS RESOURCE AND VILLAGES HAVE FACED MAJOR ISSUES DUE TO CRITICALLY LOW LEVELS OF AVAILABLE GROUND QUARTQARTER,hybrid-w2v2-grl
262,Bodo,Sino-Tibetan,Male,18-30,Time,,hybrid-w2v2-grl
263,Kashmiri,Indo-Aryan,Male,30-45,"Conversely, an absence of secure cycle parking is a recurring complaint by cyclists from cities with a low modal share of cycling.",CONVERSELY AN ABSENCE OF SYCO CYCLOPOKING IS A RECOR IN COMPLAINED BY CYCLISTS FROM STES WITH THA LOW MORAL SHARE OF CYCLING,hybrid-w2v2-grl
264,Odia,Indo-Aryan,Male,18-30,and most of the modern generation,AND MOSTER OF THE MODERN GENERATION,hybrid-w2v2-grl
265,Sindhi,Indo-Aryan,Male,30-45,in yoga helps to stabilize our body,IN UGA HELPS TO STEVILIZE OUR BODY,hybrid-w2v2-grl
266,Kashmiri,Indo-Aryan,Female,30-45,"Alexa,I need a six am wake up call.",ALEX A I NEED A SIX AM WAKEUP CALL,hybrid-w2v2-grl
267,Bengali,Indo-Aryan,Male,60+,"English is the preferred medium, but",ENGLISH IS THE PREPERED MEDIUM BUT,hybrid-w2v2-grl
268,Urdu,Indo-Aryan,Male,45-60,Down,DOWN,hybrid-w2v2-grl
269,Konkani,Indo-Aryan,Female,18-30,to UPI id,TO YOU P I IDE,hybrid-w2v2-grl
270,Kannada,Dravidian,Female,30-45,in Karnataka,IN KARNATICA,hybrid-w2v2-grl
271,Malayalam,Dravidian,Male,18-30,Transfer 70000 rupees  to selected contacts at 9 AM tomorrow using Amazon Pay,TRANSFER SEVENTY THOUSAND RUPIES TO SELECT HOR CONDATS AT NA N I AM TO MORROW USING AMAZON PA,hybrid-w2v2-grl
272,Malayalam,Dravidian,Male,45-60,"it goes, and it goes into the practicality of feeling one with everything that's around",S IT GOES AND IT GOES INTO THEPRACTICALITY OF FEELING ONE WITH EVERYTHING THAT SURROUNDIN,hybrid-w2v2-grl
273,Gujarati,Indo-Aryan,Female,30-45,Bhajan,ICAN,hybrid-w2v2-grl
274,Bengali,Indo-Aryan,Male,60+,"mainly government, schools, colleges and universities",MAINLY GOVERNMENT SCHOOLS COLLEGES AND INER SCITIES,hybrid-w2v2-grl
275,Odia,Indo-Aryan,Male,18-30,I think English plays a very crucial role in the communication between the,I THINK ENGLISH PLASE A VA CRUCIAL RULE IN THE COMMUNICATION BETWEEN THE,hybrid-w2v2-grl
