uid,accent,language_family,gender,age,reference,hypothesis,model
192,Tamil,Dravidian,Male,45-60,By the way, by the way.,whisper-tiny
193,Dogri,Indo-Aryan,Male,45-60,"Has the payment been confirmed for my order containing Dhampur Green White Sugar , Cremica Bourbon Sandwich Biscuits and Cherry Blossom Liquid Shoe Polish ?"," has the payment being confirmed for my order containing dampur green white sugar, creamy cabrong sandwich biscuit and cherry blossom liquid shoe polish",whisper-tiny
194,Kannada,Dravidian,Male,30-45,Skip, Skip.,whisper-tiny
195,Kannada,Dravidian,Male,45-60,as my profession was in chemistry and chemical engineering, As my profession was in chemistry and chemical engineering.,whisper-tiny
196,Bengali,Indo-Aryan,Male,30-45,"Eastern and southeastern Rajasthan is drained by the Banas and Chambal rivers, tributaries of the Ganges."," Eastern and South Eastern Rajasthan is drained by the Bhanas and Chambal rivers, tributaries of the Ganges.",whisper-tiny
197,Kannada,Dravidian,Female,18-30,"you can enjoy the Himalayan forests, gushing river waters, a serene Himalayan lake, clear view of snow-clad mountain ranges, widely spread cool bagyals"," You can enjoy the Himalayan forest's gushing river waters. A serene Himalayan lake clear view of Snowclad Mountain ranges, widely spread cool buggy oils.",whisper-tiny
198,Urdu,Indo-Aryan,Male,30-45,It further notes that environmental protection is an integral part of sustainable development and cannot be considered separately., It further notes that environmental protection is an integral part of the state-neutral development and cannot be considered separately.,whisper-tiny
199,Telugu,Dravidian,Female,30-45,"Padmavati, Venkateshwar Rao, Kalyan Chakravarty, Jhansi Lakshmi, Meenakshi."," Patmawati, Venkatesevarro, Aliyanjakravati, Jansilakshmi, Minakshi.",whisper-tiny
200,Punjabi,Indo-Aryan,Female,18-30,"Most people here are engaged in businesses of various sorts, which contribute greatly to the overall economy of the district", Most people have a range of businesses of various sorts which contribute greatly to the overall economy of the district.,whisper-tiny
201,Nepali,Indo-Aryan,Male,18-30,"First of all, in my own opinion, we should be aware of our self-doubt or doubtfulness."," First of all, in my opinion, in my own opinion, we should be aware of ourselves, self-doubt. We should be aware of ourselves, doubt or doubtfulness.",whisper-tiny
202,Malayalam,Dravidian,Female,18-30,Can you check if the Banaras Hindu University is an AICTE approved institute?, Can you check if the Bernaris Hindu University is an AICTE approach institute?,whisper-tiny
203,Nepali,Indo-Aryan,Female,30-45,"It brings an end to the ill-omened month of Pooj, that is mid-December, when all religious ceremonies are forbidden."," It brings an end to the ill-ovent month of post that is made December when all religions, religious ceremonies are forbidden.",whisper-tiny
204,Gujarati,Indo-Aryan,Male,45-60,Can you list all the Paid vaccination centres for age group 18+ years in district Chatra, Can you list all the paid vaccination centers for age group 18 plus years in district Chatra?,whisper-tiny
205,Malayalam,Dravidian,Female,18-30,"Coming up with a career goal is somewhat adventurous, can be rewarding in the long run", Coming up with Keri Kall is somewhat adventurous can be rewarding in the long run.,whisper-tiny
206,Malayalam,Dravidian,Female,18-30,Visual, this way.,whisper-tiny
207,Malayalam,Dravidian,Male,30-45,Forward, Follow it.,whisper-tiny
208,Urdu,Indo-Aryan,Female,45-60,Agree, Agreed.,whisper-tiny
209,Tamil,Dravidian,Female,30-45,Can you list all the vaccination centres where Booster Dose of COVOVAX is available for age groups 15-17 years, Can you list all the vaccination centers where booster dose of covo vax is available for age groups 15 to 17 years?,whisper-tiny
210,Kannada,Dravidian,Female,30-45,Talking about the challenges particularly faced by the women, talking about the challenges particularly faced by the women.,whisper-tiny
211,Bengali,Indo-Aryan,Male,60+,Next, next,whisper-tiny
212,Telugu,Dravidian,Male,18-30,Disable Autopay for my Electricity bill for July and April, disabled auto pay for my electricity bill for July and April.,whisper-tiny
213,Bengali,Indo-Aryan,Male,60+,Moby Dick, movie,whisper-tiny
214,Dogri,Indo-Aryan,Female,45-60,"Has the payment been confirmed for my order containing Farmveda Choco Peanuts , American Garden Microwave Popcorn and Natureland Organics Black Pepper"," Has the payment been confirmed for my order containing form with a coco pinnets, American Garden Microwave, Popcorn and Nature Land Organics Black Paper?",whisper-tiny
215,Odia,Indo-Aryan,Female,60+,Remove my finger print from PayPal and keep PIN option only!, Remove my finger print from paper and keep pin option only.,whisper-tiny
216,Nepali,Indo-Aryan,Female,30-45,"Be it ticket booking, hotel booking, changing reservations, mobile apps have changed the travel experiences"," P-Elticard booking, hotel booking, changing reservations, mobile apps have changed the travel experiences.",whisper-tiny
217,Malayalam,Dravidian,Female,30-45,39, 39.,whisper-tiny
218,Telugu,Dravidian,Female,45-60,Skip, Skip.,whisper-tiny
219,Bodo,Sino-Tibetan,Male,45-60,Bird, Bird.,whisper-tiny
220,Urdu,Indo-Aryan,Female,18-30,"There are several escape rooms, there are various adventure games that are nature themed Like one has to cross a forest to"," There are several skills, rooms, there are various adventure games that are nature themed like one has to cross a forest to.",whisper-tiny
221,Assamese,Indo-Aryan,Male,60+,The items Pediasure Balanced Nutritional Powder," The items, various you will balance nutritional burden, high bill",whisper-tiny
222,Kannada,Dravidian,Female,30-45,"though okay, but making it compulsory or a kind of"," though ok, but making it compulsory or a kind of a",whisper-tiny
223,Punjabi,Indo-Aryan,Female,30-45,"Besides, there are 32 dormitories that can accommodate 1,000 people."," Besides, there are 32 dormitories that can accommodate 1000 people.",whisper-tiny
224,Bengali,Indo-Aryan,Male,60+,and social media, and social media.,whisper-tiny
225,Bodo,Sino-Tibetan,Female,18-30,Wow, Wow.,whisper-tiny
226,Malayalam,Dravidian,Female,18-30,"Later, if we compare the English language to other languages such as Malayalam, Hindi, Tamil, etc"," later if we compare the English language to other languages such as Malayalam Hindi, Tamil etc.",whisper-tiny
227,Telugu,Dravidian,Female,45-60,How has your practice of yoga changed or evolved over time?, How has your practice of yoga change or evolve over time?,whisper-tiny
228,Kannada,Dravidian,Male,18-30,yes, Yes.,whisper-tiny
229,Bengali,Indo-Aryan,Female,45-60,House, How,whisper-tiny
230,Assamese,Indo-Aryan,Male,18-30,How has the English language influenced your culture and identity?, How has the English language influenced your culture and identity?,whisper-tiny
231,Marathi,Indo-Aryan,Female,18-30,The rainfall we receive is moderate., in fall we receive is moderate I may,whisper-tiny
232,Assamese,Indo-Aryan,Female,30-45,Give 5 stars to the product quality of Laplast Pedal Plastic Garbage Bin, Give 5 stars to the product quality of lab-plastic plastic garbage bin.,whisper-tiny
233,Kannada,Dravidian,Female,30-45,But the particular importance is given to the families with the BPL cards, but the particular importance is we want to the families with the BPL cards.,whisper-tiny
234,Bengali,Indo-Aryan,Male,18-30,Seven, 7,whisper-tiny
235,Bengali,Indo-Aryan,Male,18-30,Two, Go!,whisper-tiny
236,Konkani,Indo-Aryan,Female,30-45,Jump, Jump.,whisper-tiny
237,Malayalam,Dravidian,Male,30-45,How do you practice and work on your singing technique?, How do you practice and work on your singing technique?,whisper-tiny
238,Malayalam,Dravidian,Female,18-30,"still here, like that the Roman and Greek gods are still among us even in the modern"," still here, that the Roman and Greek gods are still among us, even in the modern",whisper-tiny
239,Punjabi,Indo-Aryan,Female,30-45,"I think it is easy, humble and very polite language."," I think it is easy, humble and very polite language.",whisper-tiny
240,Odia,Indo-Aryan,Female,30-45,"I'd like to share a few here. Like in art, culture and heritage, the government is trying to expand it like in theater, jatra, cinema, painting and dance"," I like to share a few here like in art culture and heritage the comment is trying to expand it like in theatre, jettra, cinema, painting and dance",whisper-tiny
241,Kannada,Dravidian,Female,18-30,today morning were of bad quality.," Today morning, we are off bad quality.",whisper-tiny
242,Urdu,Indo-Aryan,Male,30-45,The first global environmental forum from an Islamic perspective held from 23-25 October 2000," The first global environmental forum from an Islamic perspective, held from 23 to 25th October 2000.",whisper-tiny
243,Hindi,Indo-Aryan,Male,18-30,where should i go for Mexican food in my area., Where should I go for Mexican food in my area?,whisper-tiny
244,Kannada,Dravidian,Female,30-45,Clear all the reminders set up last Year, clear all the reminders set up last year.,whisper-tiny
245,Maithili,Indo-Aryan,Male,30-45,"I later realized when I had left. When I came back there, a gentleman had deposited my wallet at the bus stand office. It was a pleasant experience for me. I remember another experience where at Malda station, Rs. 20 was being taken for Rs. 15 water bottle. And on protesting, the vendor went on a rampage. The local people saved us."," I later arrived when I had lived, when I came back there, I gentleman had depolited my valet at the bus stand office. It was a pleasant experience for me. I remember another experience where at Maldash station, rupees 20 while being taken for rupees 15 water bottle. And on protesting, the vendor went on a rampage. The local people saved us.",whisper-tiny
246,Bodo,Sino-Tibetan,Male,30-45,Baukungri peak, Balkongri Peak.,whisper-tiny
247,Bengali,Indo-Aryan,Male,18-30,Agree, agree.,whisper-tiny
248,Odia,Indo-Aryan,Female,18-30,"where there was no mobile networks and we enjoyed for around three, four days out of technology, out of office", where there was no mobile networks and we enjoyed for around 3-4 days out of technology out of office.,whisper-tiny
249,Kashmiri,Indo-Aryan,Female,30-45,Up, Up,whisper-tiny
250,Kannada,Dravidian,Male,18-30,The major functions that we celebrate here are, the major functions that we celebrate here are,whisper-tiny
251,Nepali,Indo-Aryan,Female,30-45,what's the weather forecast for today, Watch the weather forecast for today.,whisper-tiny
252,Sindhi,Indo-Aryan,Male,30-45,"to write literature, poetry and the other form of it"," to write literature, poetry and the other form of it.",whisper-tiny
253,Punjabi,Indo-Aryan,Male,30-45,Show the transaction details of my APY account with PRAN number 288614536785, Show the transaction details of my APY account with brand number 288614536785.,whisper-tiny
254,Marathi,Indo-Aryan,Female,30-45,Can I invest in mutual funds through my Google Pay, Can I invest in mutual funds through my Google Pay?,whisper-tiny
255,Kashmiri,Indo-Aryan,Female,30-45,is filled with this a lot of scenic beauty, filled with a lot of scenic beauty.,whisper-tiny
256,Bengali,Indo-Aryan,Female,30-45,"or it was on some occasion, especially during the Durga", or it was for some on some occasion especially during the Durga,whisper-tiny
257,Maithili,Indo-Aryan,Female,45-60,Can you track the application status on National Scholarship portal for my mobile number 96131179914, Can you track the application status on national scholarship portal for my number? 9 6 1 3 1 1 7 9 9 1 4,whisper-tiny
258,Dogri,Indo-Aryan,Male,18-30,"highly suffer due to social and environmental impacts,", highly suffer due to social and environmental impacts.,whisper-tiny
259,Tamil,Dravidian,Female,18-30,"I used, it is very much helpful", I used it is very much helpful.,whisper-tiny
260,Gujarati,Indo-Aryan,Male,18-30,A few tributaries form marshy land in early dry season due to natural seepage, A few tributaries form Marcilen in early dry season due to natural sea page.,whisper-tiny
261,Tamil,Dravidian,Female,18-30,"Another issue is the rise of resorts and entertainment centers which have ruthlessly exploited natural resources, water being the main. Resorts have misused this resource and villages have faced major issues due to critically low levels of available ground water", Another issue is the rise of results in entertainment centers which have rapidly exploited natural resources. Water being the main. Results have misused this resource and villages have faced major issues due to critically low levels of available ground-quart water.,whisper-tiny
262,Bodo,Sino-Tibetan,Male,18-30,Time, time.,whisper-tiny
263,Kashmiri,Indo-Aryan,Male,30-45,"Conversely, an absence of secure cycle parking is a recurring complaint by cyclists from cities with a low modal share of cycling."," Conversely, an absence of thicker cycle parking is a recurring complaint by cyclists from Steeze with a low model sheet of cycling.",whisper-tiny
264,Odia,Indo-Aryan,Male,18-30,and most of the modern generation, and most of the modern generation.,whisper-tiny
265,Sindhi,Indo-Aryan,Male,30-45,in yoga helps to stabilize our body, in yoga helps to stabilize our body.,whisper-tiny
266,Kashmiri,Indo-Aryan,Female,30-45,"Alexa,I need a six am wake up call."," Alexa, I need to 6am wake up call.",whisper-tiny
267,Bengali,Indo-Aryan,Male,60+,"English is the preferred medium, but", English is the preferred medium but,whisper-tiny
268,Urdu,Indo-Aryan,Male,45-60,Down, Down.,whisper-tiny
269,Konkani,Indo-Aryan,Female,18-30,to UPI id, to UPIID.,whisper-tiny
270,Kannada,Dravidian,Female,30-45,in Karnataka, In Karnataka.,whisper-tiny
271,Malayalam,Dravidian,Male,18-30,Transfer 70000 rupees  to selected contacts at 9 AM tomorrow using Amazon Pay," Transfer 70,000 rupees to selected conducts at 9 am to Maro using Amazon Pay.",whisper-tiny
272,Malayalam,Dravidian,Male,45-60,"it goes, and it goes into the practicality of feeling one with everything that's around", it goes into the practicality of feeling one with everything that is around you.,whisper-tiny
273,Gujarati,Indo-Aryan,Female,30-45,Bhajan," Bye, Jen.",whisper-tiny
274,Bengali,Indo-Aryan,Male,60+,"mainly government, schools, colleges and universities"," mainly government schools, colleges and universities.",whisper-tiny
275,Odia,Indo-Aryan,Male,18-30,I think English plays a very crucial role in the communication between the, I think English plays a very crucial role in the communication between the,whisper-tiny
276,Maithili,Indo-Aryan,Female,18-30,Send OTP to a new registered number 77094485580 instead of the old one., Send OTP to a new registered number 7709448580 instead of the old one.,whisper-tiny
277,Hindi,Indo-Aryan,Female,45-60,I want to check my EFPO passbook balance for my provident fund account with UAN number 514937736246, I want to check my EFPO Passbook Balance for my Providence Fund account with UAN Number 5149377 36246,whisper-tiny
278,Konkani,Indo-Aryan,Male,18-30,English is widely understood by people of India., English is widely understood by people of India.,whisper-tiny
279,Urdu,Indo-Aryan,Male,45-60,Change my JIO Money lock from phone's password to a NUMBER-digit pin., Change my Geomanilog from Fonds Password to an Embedded Jipin.,whisper-tiny
280,Bodo,Sino-Tibetan,Female,30-45,Two, 2,whisper-tiny
281,Gujarati,Indo-Aryan,Male,45-60,"As you sow, so shall you reap.", as you saw social you reap.,whisper-tiny
282,Kashmiri,Indo-Aryan,Male,45-60,so that the plants can be saved during the winter, so that the plants can be saved during the winter.,whisper-tiny
283,Bengali,Indo-Aryan,Female,18-30,Down, Down!,whisper-tiny
284,Urdu,Indo-Aryan,Male,30-45,it is India's first UNESCO World Heritage City, It is India's first UNESCO World Heritage City.,whisper-tiny
285,Bodo,Sino-Tibetan,Female,18-30,Disagree, Disagree.,whisper-tiny
286,Urdu,Indo-Aryan,Female,30-45,Down, Don't.,whisper-tiny
287,Marathi,Indo-Aryan,Male,60+,which is supplied to sugar mills, which is supplied to sugar mills.,whisper-tiny
288,Assamese,Indo-Aryan,Male,18-30,Can I invest in mutual funds through my Yono SBI, Can I invest in mutual funds through my Yono SBA?,whisper-tiny
289,Kashmiri,Indo-Aryan,Male,18-30,Do you want to continue your vaccine registration for phone number 72085848900 using OTP or MPIN?, Do you want to continue your vaccine registration for phone number 720 8584890 using OTP or MPIN?,whisper-tiny
290,Telugu,Dravidian,Female,45-60,Bharti, Baratil.,whisper-tiny
291,Telugu,Dravidian,Female,45-60,when you color they are very glossy and shining., When you color they are very glossy and shiny.,whisper-tiny
292,Nepali,Indo-Aryan,Female,18-30,"So Usually, not only me, we or", So usually not only be we are,whisper-tiny
293,Nepali,Indo-Aryan,Male,18-30,English through the private English school or boarding schools or even not from the English, in this through the private in this school or boarding schools or even not from the in this,whisper-tiny
294,Odia,Indo-Aryan,Female,60+,because there aren't enough colleges in accordance with the demand for college education., because there aren't enough colleges in Akwan city demand for college education.,whisper-tiny
295,Odia,Indo-Aryan,Female,30-45,Wow, Wow.,whisper-tiny
296,Kashmiri,Indo-Aryan,Female,30-45,Cat, Yeah.,whisper-tiny
297,Malayalam,Dravidian,Female,18-30,Determine the actions that will have the greatest impact then we, Determine the actions that will have the greatest impacts then we,whisper-tiny
298,Urdu,Indo-Aryan,Female,45-60,Andhra Pradesh, Andre Pradesh.,whisper-tiny
299,Marathi,Indo-Aryan,Female,18-30,the interest of my sport., in the interest of my sport.,whisper-tiny
300,Urdu,Indo-Aryan,Male,30-45,there is a discrimination also and more challenges that the education system is experiencing today talking of saffronization, that is a discrimination also more challenge is that the education systems experiencing today. Talking of the,whisper-tiny
301,Sindhi,Indo-Aryan,Male,30-45,according to me is a great influence," According to me, is a great influence.",whisper-tiny
302,Dogri,Indo-Aryan,Male,18-30,which highly impacts the business sector of logistics and other things., which are impacts the business sector of logistics and other things.,whisper-tiny
303,Bodo,Sino-Tibetan,Male,45-60,The world famous national parks called, The Wolfimus National Parks called,whisper-tiny
304,Punjabi,Indo-Aryan,Female,18-30,Set a reminder for my pending payment to contact Mahnoor, Set a reminder from a pending payment to contact Manu.,whisper-tiny
305,Nepali,Indo-Aryan,Male,18-30,"learn to say no, never judge a book by its cover, many hands make light work, everyone"," learn to say no, never judge a book by its cover, many hands make light work, everyone",whisper-tiny
306,Bodo,Sino-Tibetan,Male,30-45,Yes, Yes.,whisper-tiny
307,Urdu,Indo-Aryan,Male,30-45,"with main roads, thoroughfares, and subsidiary roads"," with main roads, thoroughfares and just CDD roads.",whisper-tiny
308,Bengali,Indo-Aryan,Female,18-30,Backward, Backward.,whisper-tiny
309,Kashmiri,Indo-Aryan,Female,30-45,"in achieving these goals, but the government is trying hard to provide good living conditions to all the citizens.", in achieving these goals but the government is trying hard to provide good living conditions to all the citizens.,whisper-tiny
310,Dogri,Indo-Aryan,Male,30-45,"Every region of Blink district has two to three government hospitals. These hospitals, they're loaded off their area"," Every region of the district has two to three government hospitals. These hospitals, the loaded of their area.",whisper-tiny
311,Telugu,Dravidian,Female,45-60,House, House.,whisper-tiny
312,Nepali,Indo-Aryan,Male,18-30,We celebrate it as a festival yearly., you celebrate it as a festival yearly.,whisper-tiny
313,Gujarati,Indo-Aryan,Female,30-45,But I believe we should train our own voice because God has blessed us with certain kind of, But I believe we should train our own voice because God has blessed us with certain kind of,whisper-tiny
314,Nepali,Indo-Aryan,Female,18-30,like we don't put jeera, Like we don't put a gira.,whisper-tiny
315,Bodo,Sino-Tibetan,Male,30-45,The 12-step program which is recognized by WHO," The 12-step program, which is recognized by the Food.",whisper-tiny
316,Marathi,Indo-Aryan,Female,18-30,One such lesser known offbeat and part destinations I would suggest is," when such lesser known of beaten part destinations, I would suggest is",whisper-tiny
317,Telugu,Dravidian,Female,45-60,how would i use formidable in a sentence, How would I use for my double in a sentence?,whisper-tiny
318,Gujarati,Indo-Aryan,Male,18-30,On, on.,whisper-tiny
319,Malayalam,Dravidian,Male,30-45,And they also give scholarships for students, And they also give scholarships for students.,whisper-tiny
320,Urdu,Indo-Aryan,Male,30-45,"A Dravidian language related to Telugu,", a Dravidian language related to Telugu,whisper-tiny
321,Punjabi,Indo-Aryan,Male,30-45,Three, See you.,whisper-tiny
322,Marathi,Indo-Aryan,Female,30-45,The dialects, The dialects,whisper-tiny
323,Urdu,Indo-Aryan,Female,45-60,There are various subjects taught in various colleges, There are various subjects taught in various colleges.,whisper-tiny
324,Urdu,Indo-Aryan,Male,30-45,when is the last time i contacted John Smith, When is the last time I contacted John Smith?,whisper-tiny
325,Bodo,Sino-Tibetan,Female,18-30,So the vegetables are collected from the forest in the evening and it is cooked with pork or chicken and served with rice beer., The vegetables are collected from the forests in the evening and it is cooked with a pork or chicken and served with rice beer.,whisper-tiny
326,Tamil,Dravidian,Female,18-30,"In 1923, he brought out Maharashtra Dharma,", In 1923 he brought out Maharashtra Dharmah.,whisper-tiny
327,Hindi,Indo-Aryan,Female,30-45,if your future, If you're future,whisper-tiny
328,Nepali,Indo-Aryan,Female,30-45,to enable West Bengal to transform into a knowledge-driven welfare society with extensive use of IT, to enable West Bengal to transform into a knowledge driven with welfare society with extensive use of IT.,whisper-tiny
329,Urdu,Indo-Aryan,Female,45-60,i need to go to mysore at five an on sunday by train, I need to go to my sur at 5am on Sunday by train.,whisper-tiny
330,Maithili,Indo-Aryan,Female,45-60,which I feel proud to be as a speaker of English are, which I feel proud to be as a speaker of English R.,whisper-tiny
331,Telugu,Dravidian,Female,45-60,"Actually, there's a book called a boy in the striped pajamas and I once read the book, but I didn't like it that much. But then I got to see the movie which came in the YouTube. And then once I saw the movie, I was so impressed by it and I went back to read the book again. And that is when I started liking it so much.", Actually there's a book called Boy in the Striped pajamas and I once read the book but I didn't like it that much but then I got to see the movie which came in the YouTube and then once I saw the movie I was so impressed by it and I went back to read the book again and that is when I started liking it so much,whisper-tiny
332,Nepali,Indo-Aryan,Male,18-30,And we know both the players and audience get enjoyed with the craze of sports., We know both the players and audience get enjoyed with the grace of his sports.,whisper-tiny
333,Telugu,Dravidian,Female,45-60,Cement industry is one of the important industries in our district and they are facing lack of skilled labour., cement industry is one of the important industries in our district and they have a single lack of skill labor.,whisper-tiny
334,Konkani,Indo-Aryan,Male,60+,or we should remain an independent union territory that time., or we should remain an independent union territory that time.,whisper-tiny
335,Kannada,Dravidian,Female,18-30,One, One.,whisper-tiny
336,Kannada,Dravidian,Male,60+,Technology, technology.,whisper-tiny
337,Urdu,Indo-Aryan,Male,30-45,known as the Bhadra Fort, known as the Badraphort.,whisper-tiny
338,Maithili,Indo-Aryan,Female,30-45,"Because of this, spectator interest is sometimes greater for men's doubles than for singles.", because of this spectator interest is sometimes greater for men's jubbers than for singles.,whisper-tiny
339,Nepali,Indo-Aryan,Male,18-30,"Many times I tried to talk in English with my friends, my seniors, and with my teachers."," times I try to talk with my friends, my seniors and with my teachers.",whisper-tiny
340,Urdu,Indo-Aryan,Male,30-45,orderly development and progress, orderly development and progress.,whisper-tiny
341,Odia,Indo-Aryan,Male,18-30,Odisha has the northernmost parts of the eastern Ghats in Koraputs like Devamali hill which is the highest point in Odisha," Odisha has the northernmost parts of the eastern guards in Korapur, like Dev Malihil, which is the highest point in Odisha.",whisper-tiny
342,Urdu,Indo-Aryan,Male,30-45,and regular municipal administration introduced in 1858, and regular municipal address administration introduced in 1858.,whisper-tiny
343,Bengali,Indo-Aryan,Male,18-30,Block the Apple Holdings from my account., Block the Apple holdings from my account.,whisper-tiny
344,Maithili,Indo-Aryan,Male,60+,Is there any vaccination center nearby my location having CORBEVAX vaccine?, Is there any vaccination center nearby? My location having called be Vax vaccine?,whisper-tiny
345,Odia,Indo-Aryan,Male,60+,Visual, Beesual.,whisper-tiny
346,Urdu,Indo-Aryan,Male,18-30,Repeat my my, repeat my,whisper-tiny
347,Maithili,Indo-Aryan,Female,45-60,Will there be Rs. 1000 in my Karnataka Gramin Bank account?, Will there be rupees 1000 in my Karnatika Grammin bank account?,whisper-tiny
348,Bengali,Indo-Aryan,Female,18-30,"These tools include onomatopoeia, imagery, metaphor, simile, alliteration"," these tools are include on a metopia, imagery, metaphor, similarly, alliteration",whisper-tiny
349,Kannada,Dravidian,Female,18-30,"Multi-specialty hospitals are being built in all urban centers, and there are many private hospitals and hospital chains which have their branches in many parts of the state", Multispecialty hospitals are being built in all urban centers and there are many private hospitals and hospital chains which have their branches in many parts of the state.,whisper-tiny
350,Bodo,Sino-Tibetan,Female,18-30,Jorhat, Jorhat.,whisper-tiny
351,Maithili,Indo-Aryan,Male,60+,"In March 2009, he joined Praja Rajyam Party, founded by Chiranjeevi."," In March 2009 he joined Prasarajam Party, founded by Jiren G.B.",whisper-tiny
352,Bengali,Indo-Aryan,Male,30-45,Making a schedule and sticking to it is what will keep motivation going, Making a schedule and sticking to it is what will keep motivation going.,whisper-tiny
353,Nepali,Indo-Aryan,Female,30-45,"Like early morning when I get up and go there and see in the terrace, they are enjoying the new sun.", like early morning when I get up and go there and see in the terrace they are enjoying the new sun,whisper-tiny
354,Odia,Indo-Aryan,Male,60+,Which is the nearest vacccination center in district Yamunanagar, which is the nearest vaccination center in district zone another.,whisper-tiny
355,Nepali,Indo-Aryan,Female,18-30,"So, starting with Maghi Chakrati, on Maghi Chakrati which"," So, starting with magi sakrati on magi sakrati which",whisper-tiny
356,Odia,Indo-Aryan,Female,60+,you can talk about things that are of common interest., can talk about things that are of common interest.,whisper-tiny
357,Kashmiri,Indo-Aryan,Female,30-45,Is there any nearby facility around PIN Code 608464 which is giving second dose for people of age group 15-17 years?," Is there any nearby facility around Ben Code 608464, which is giving second dose for people of age group 15 to 17 years?",whisper-tiny
358,Tamil,Dravidian,Female,18-30,better services with, the better services with,whisper-tiny
359,Nepali,Indo-Aryan,Female,30-45,"On the occasion of festival of Losar or Monpa Losar, it is traditional to wear new clothes. People greet each other with customary New Year greeting of Tashi Delek"," On the occasion of Festival of Losar or Monpa Losar, it is traditional to wear new clothes. People greet each other with customary new year greeting of Tasi Delek.",whisper-tiny
360,Kashmiri,Indo-Aryan,Female,30-45,"I make sure that it begins and ends with powerful expressions, because beginning and end are the most important parts of the poem", I make sure that it begins and ends with powerful expressions because beginning and end are the most important parts of the poem.,whisper-tiny
361,Tamil,Dravidian,Female,45-60,"Around 1989,", Around 1989.,whisper-tiny
362,Kannada,Dravidian,Female,30-45,on, on.,whisper-tiny
363,Odia,Indo-Aryan,Male,18-30,and, and,whisper-tiny
364,Maithili,Indo-Aryan,Male,30-45,assured of its quality because you will not use pesticides or manures that are harmful for human body., Assured of its quality because you will not use pesticides or manures that are harmful for human body.,whisper-tiny
365,Malayalam,Dravidian,Male,30-45,How do you practice and work on, How do you practice and work on?,whisper-tiny
366,Kashmiri,Indo-Aryan,Female,30-45,"George Orwell's masterpiece, The Animal Farm, is one of my favourite pieces of writing.", Enjoy your old masterpiece. The animal farm is one of my favorite pieces of writing.,whisper-tiny
367,Kannada,Dravidian,Female,18-30,"Veeragase, Kamsale"," We're a guy, say, come, sir.",whisper-tiny
368,Konkani,Indo-Aryan,Female,18-30,Clara, Clara.,whisper-tiny
369,Hindi,Indo-Aryan,Female,30-45,"Although, I think recently a lot of media houses are coming up with a lot of regional languages as well", Although I think recently a lot of media houses are coming up with a lot of regional languages as well.,whisper-tiny
370,Maithili,Indo-Aryan,Female,30-45,"challenging also that how to reach those students, those who do not have smartphones"," Challenging also that how to reach those students, those who do not have smart phones.",whisper-tiny
371,Malayalam,Dravidian,Male,30-45,Can you talk about a time when you had to overcome stage fright, Can you talk about the time when you had to overcome steeds fright?,whisper-tiny
372,Bodo,Sino-Tibetan,Male,18-30,Agree, Eccry.,whisper-tiny
373,Bengali,Indo-Aryan,Male,18-30,Give 5 stars to the product quality of Amul Cow Ghee, Give 5 stars to the product quality of Abul Kauh Ghee.,whisper-tiny
374,Hindi,Indo-Aryan,Male,30-45,Should I say, So let's see.,whisper-tiny
375,Bodo,Sino-Tibetan,Male,18-30,change the color of the lights to blue, Since the color of the lights to blue,whisper-tiny
376,Telugu,Dravidian,Female,45-60,"Well, there was one TV show which I started watching during the pandemic,", There was one TV show which I started watching during the pandemic.,whisper-tiny
377,Bodo,Sino-Tibetan,Male,18-30,can you list all such centres in state Himachal Pradesh, Can you list all such centers instead of muscle products?,whisper-tiny
378,Dogri,Indo-Aryan,Female,45-60,Are there any chances of Crockery being available by this month ?, Are there any chances of croquery being available by this month?,whisper-tiny
379,Konkani,Indo-Aryan,Male,30-45,Verify the information of user, Verify the information of user.,whisper-tiny
380,Marathi,Indo-Aryan,Female,18-30,Which are all the colleges offering UG level courses in academic year 2019 - 2020 and are approved by AICTE?," which are all the colleges offering UG level courses in academic year 2019, 2020 and are approved by AICT",whisper-tiny
381,Urdu,Indo-Aryan,Female,30-45,"Muslims here celebrate Eid-ul-Fitr, Eid-ul-Adha and Milad-un-Nabi."," Muslims here celebrate edal fitra, idul adha an miladun nabi.",whisper-tiny
382,Hindi,Indo-Aryan,Female,30-45,where in I was part of a group of 38 people, where in the spot of a group of 38 people,whisper-tiny
383,Nepali,Indo-Aryan,Male,18-30,We should not let our inner critic win and we can also deal it by not comparing ourselves, this is not let our inner critic win and we can also delete binary comparing our self,whisper-tiny
384,Tamil,Dravidian,Male,30-45,Can I know the nearest vaccination center to my current location in district Meerut?, can I know the nearest to vaccination center to my current location in district to mirror?,whisper-tiny
385,Konkani,Indo-Aryan,Male,18-30,Three, 3.,whisper-tiny
386,Malayalam,Dravidian,Male,45-60,11, 11,whisper-tiny
387,Tamil,Dravidian,Female,18-30,Punjab, Thank you.,whisper-tiny
388,Telugu,Dravidian,Female,45-60,"According to the 2011 census report, there are 93,411 people who follow Buddhism in Mizoram."," According to the 2011 census report, there are 93,411 people who follow Buddhism in Mizuram.",whisper-tiny
389,Malayalam,Dravidian,Female,18-30,"India, we have seen how they have changed or the lives of their children have changed", India. We have seen how they have changed or the lives of their children have changed.,whisper-tiny
390,Gujarati,Indo-Aryan,Male,18-30,Forward, forward.,whisper-tiny
