uid,accent,language_family,gender,age,reference,hypothesis,model
140,Maithili,Indo-Aryan,Male,30-45,Tikri,,wav2vec2-base
141,Bodo,Sino-Tibetan,Male,18-30,please remove the alarm that is set for weekdays at nine,PLEASE REMOVE DI ELLERM DAT I SET FOR WITH DESS AT NINE,wav2vec2-base
142,Urdu,Indo-Aryan,Female,45-60,"Yes, when I had visited Taj Mahal",YES VENAHAGDOR VISITED THAGEMEHEL,wav2vec2-base
143,Urdu,Indo-Aryan,Male,30-45,that would become centres of intense nationalist activities,THAT WOULD BECOME CENTAURS OF INTENSE NATIONALISTIC DUTIES,wav2vec2-base
144,Konkani,Indo-Aryan,Male,18-30,churches across the state,URCOUS ACROSS THE STATE,wav2vec2-base
145,Telugu,Dravidian,Female,45-60,"Goan food may be divided into Goan Catholic and Goan Hindu cuisine with each showing very distinct tastes, characteristics, and cooking styles.",GOWANFOOT MAY BE DIVIDED INTO GOWEN CATHOLIC AND GOWAN HINDE UZINE WITH EACH SHOWING VERY DISTINCT TASTES CHARACTERISTICS AND COOKING STYLES,wav2vec2-base
146,Dogri,Indo-Aryan,Male,18-30,"which are especially celebrated with full swings in our state, Jammu and Kashmir are",WE SARE SPECIALLY SALIRELUID FULL SWINGS IN TE BAUSTERED JAMUNGISHMIRAR,wav2vec2-base
147,Urdu,Indo-Aryan,Male,30-45,Wow,,wav2vec2-base
148,Bengali,Indo-Aryan,Female,30-45,give me the local time of darjeeling,GIVE ME THE LOCAL TIME OF DARGILING,wav2vec2-base
149,Kashmiri,Indo-Aryan,Male,30-45,Do you have a favorite book that you have read multiple times?,DO YOU HAVE A FAVORITE BOON THAT YOU HAVE READ MULTIPLE TIMES,wav2vec2-base
150,Nepali,Indo-Aryan,Male,18-30,"of her life, how she became a writer from a poor dump.",OF HER LIFE HOW SHE BECAME A WRITER FROM A POOR DUMBED,wav2vec2-base
151,Urdu,Indo-Aryan,Male,45-60,What are some local cuisines or dishes that tourists should try while visiting your state?,WHAT ARE SOME LOCAL CUSINE ORDISES THAT TOURIS SHOULD TRY WHILE VISITING YOUR STATE,wav2vec2-base
152,Malayalam,Dravidian,Male,18-30,Happy,,wav2vec2-base
153,Punjabi,Indo-Aryan,Female,45-60,"In Punjab, so many hockey stadium and cycling velodrome with the capacity of 5000 to 10000.",IN PANDAR SO MANY HAWKY STEADY A MAN CYCLING VELUGRAM WITH THE CAPACITY OF THE FIVE THOUSAND TO TEN THOUSAND,wav2vec2-base
154,Kashmiri,Indo-Aryan,Female,30-45,The basic need of a student is to learn,THE BASIC NEED OF A STUDENT IS TO LEARN,wav2vec2-base
155,Kannada,Dravidian,Male,30-45,Don The Chase Begins Again starred Shah Rukh Khan and Priyanka Chopra and the movie became Rampal's first hit.,DON THE CHAS BEGINS AGAIN STAR TE SHADOW COME AND PE ANCA CHOPRA AND THE MORE BECAME RAM RAMPLE'S FAST HIT,wav2vec2-base
156,Assamese,Indo-Aryan,Female,30-45,i am trying to find a Paid Second Dose of COVAXIN can you list all such centres in state Mizoram,I AM TRYING TO FIND THE BED SECON DOS OF GOBAXIN CAN YU LEAST ALL SAS CENTRS INSTEAD MISURIM,wav2vec2-base
157,Hindi,Indo-Aryan,Male,18-30,to pay my FASTag bill?,TO PAY MY FIRST BAGBILL,wav2vec2-base
158,Gujarati,Indo-Aryan,Male,18-30,or any new such belief or encounter if they encounter any new tradition about religion then they discuss that.,OR ANY NEW SUCH A BELIEF OR ENCOUNTER IF THEY ENCOUNTER ANY OUR NEW TRADITION ABOUT RELIGION THEN THEY DISCUSSED THAT,wav2vec2-base
159,Punjabi,Indo-Aryan,Male,30-45,Do you have any favorite English writers and poets?,DO YOU HAVE ANY FEVERITE ENGLISH LRITERS TEN POITS,wav2vec2-base
160,Malayalam,Dravidian,Female,30-45,all originally written in Greek and together known as the New Testament,ALL ORGINARLY RETURNING GREEK AND TO GETHER KNOWN AS A NEW TESTAMENT,wav2vec2-base
161,Bodo,Sino-Tibetan,Male,30-45,"Assam, situated at the foothills of the eastern Himalayas",AS SOME SHITRATED AT THE PUD HILLS OF THE IASTERN HIMALOES,wav2vec2-base
162,Bengali,Indo-Aryan,Male,60+,newspaper,,wav2vec2-base
163,Telugu,Dravidian,Female,45-60,Skip,,wav2vec2-base
164,Odia,Indo-Aryan,Male,60+,Can you check if the OTP 647399 is still valid for vaccine registration for user with phone number 71615084958,CAN YOU JAK IF THE OULY BE SIX POR SEVEN THREE DOUBLE NINE IT'S STILL BHELD FOR BAXINDEDISTISM FOR UJUR WITH THE FOR NUMBER OSEVEN ONE SIX ONE I GURO EIGHT FOR NINE PI BEIGHT,wav2vec2-base
165,Assamese,Indo-Aryan,Male,18-30,and ask deeply personal questions or anything relating to finance.,AND ASK DEEPLY PARTIANAM QUESENS OR ANY DINILIDINGDO PININS,wav2vec2-base
166,Odia,Indo-Aryan,Female,60+,you can talk about common things if you travel,OU CAN DONT A BONT COME ON THINGS IF YOU DONT,wav2vec2-base
167,Nepali,Indo-Aryan,Female,30-45,"designed with 3D print technology, etc. The government envisions developing a voice-based technology.",DESIGNED WITH TREEDY PRINTECNILECY ET CETERA THE GOVERMENT IN REASONS DEBLOPING OF VOICE BEST TECHNOWLEDGY,wav2vec2-base
168,Konkani,Indo-Aryan,Male,30-45,The brand of Ambipur Car Freshener Gel I recieved is not correct,THE BRAIND OF EMBIPIOR CARFRESIONAL GEIL I RESUVE IS NOT CORRECT,wav2vec2-base
169,Gujarati,Indo-Aryan,Male,30-45,There was a movie called What's your Raashee which was based on that book.,THERE WAS A MOVY COLD WATSIR RASI IT WAS WHICH WAS BASED ON THAT BOOK,wav2vec2-base
170,Tamil,Dravidian,Male,30-45,Off,,wav2vec2-base
171,Dogri,Indo-Aryan,Female,18-30,Play,,wav2vec2-base
172,Telugu,Dravidian,Male,45-60,Tree,,wav2vec2-base
173,Malayalam,Dravidian,Male,30-45,"How is the English language used in the media such as radio, television and print?",HOW IS THE ENGLISH LANGUAGE YUSTIN THE MEDEO SUCH AS REDIO TILLIVISION AND PRINT,wav2vec2-base
174,Telugu,Dravidian,Female,45-60,How does the art and craft sector in your state engage with or respond to global or international trends or influences? The art and craft of our state,HOW DOES THE ART AND CRAFTS ECTER IN YOUR STATE ENGAGE WITH OR RESPOND TO GLOBAL OR INTERNATIONAL TRANKS OR INFLUENCES THE ARD AND CRAFT OF OUR STATE,wav2vec2-base
175,Kashmiri,Indo-Aryan,Female,30-45,"The other day, she placed some fruits on the table and I drew them. I quite liked what I did.",THE OTHER DAY SHE YOU PLACED SOME FRUITS ON THE TABLE AND I DREW THEM I QUITE LIKED WHAT I DID,wav2vec2-base
176,Bengali,Indo-Aryan,Female,30-45,Bed,,wav2vec2-base
177,Malayalam,Dravidian,Male,30-45,Dog,DOG,wav2vec2-base
178,Odia,Indo-Aryan,Female,18-30,Can I know the nearest medical store to my current location in district Dindigul,CAN I KNOW THE NEAREST MEDICAL STORED TO MY CURRENT LOCATION IN THE STRIC DINDIGUL,wav2vec2-base
179,Dogri,Indo-Aryan,Male,18-30,and energy,ANANEGY,wav2vec2-base
180,Maithili,Indo-Aryan,Male,30-45,gajar halwa I did not know anything about it so I started watching videos on YouTube and then I,A GAZAD HALLOWE I DID NOT KNOW ANYTHING ABOUT IT SO I STARTED HER WATCHING VIDIALS ON YOU TOO AND THEN I,wav2vec2-base
181,Sindhi,Indo-Aryan,Male,30-45,As India is a country full of diversities,AS INDIAN IS A COUNTRY OF FULL OF DIVERSITIES,wav2vec2-base
182,Urdu,Indo-Aryan,Male,18-30,Can you check my total holdings in APY account having PRAN number 652922439958,CAN YOU JECK MY TOTAL HOLDINGS IN A P W ACCOUNT HAVING P ARAN NUMBER SIX FIVE TO NINE BL TWO FOR THREE DOUBLE NINE FIVE IT,wav2vec2-base
183,Nepali,Indo-Aryan,Female,18-30,buy some yarns and knit them mufflers and beanies and socks,BISOF YANS AND LEAD THEM MUFFLOES AND BENIES AND SOGS AR,wav2vec2-base
184,Odia,Indo-Aryan,Female,30-45,One,,wav2vec2-base
185,Assamese,Indo-Aryan,Male,18-30,Stop processing the payment for Amazon,STOP RUSSESS IN THE BEMENPORYMISM,wav2vec2-base
186,Sindhi,Indo-Aryan,Female,30-45,"I am totally quiet. So that is also an indicator of my happiness and sadness or something, you know. Something wrong has happened. This is how it goes.",I AM TOTALIQUISED SO THAT IS ALSO AN INDICATOR OF THE MY HAPPINESS AND SADNESS ARE SOMETHING I KOW SOMETHING WRONG HAS HAPPENED THIS IS HOW IT GOES,wav2vec2-base
187,Urdu,Indo-Aryan,Female,18-30,Got ill conditioned Colgate Mouthwash,GOT ILL CONDITIONED COL GIT MOUTH WASH,wav2vec2-base
188,Assamese,Indo-Aryan,Male,60+,wow,O,wav2vec2-base
189,Bodo,Sino-Tibetan,Male,30-45,is the largest state in northeast India and lies in the middle reach of the river Brahmaputra and Barak,IS THE LARGEST THAT IN NORIST INDIA AND LIES IN THE MIDDLE READS OF THE RIBELBRAMA PUTRO AND BERAP,wav2vec2-base
190,Konkani,Indo-Aryan,Male,18-30,which is indeed the most innovative things happening out,ARE WICHIDS INDEED THE MOST INNUATIVE THINGS HAPPENING OUT,wav2vec2-base
191,Malayalam,Dravidian,Female,18-30,"Christmas is observed with great merriment by Christians of various denominations, including Catholics and Protestants, throughout Assam.",CHRISTMAS IS ABSURD WITH GREAT MERRIMENT BY CHRISTIANS OF VARIOUS DENOMINATIONS INFLOADING CATHOLICS AND PROPESTENTS THROUGHOUT ASSA,wav2vec2-base
192,Tamil,Dravidian,Male,45-60,By the way,MITELY,wav2vec2-base
193,Dogri,Indo-Aryan,Male,45-60,"Has the payment been confirmed for my order containing Dhampur Green White Sugar , Cremica Bourbon Sandwich Biscuits and Cherry Blossom Liquid Shoe Polish ?",HAS THE PAYMENT BEING CONFORMED FOR MY ORDER CONTAINING DAMP OR GREEN VILE SUGAR CRIMICA BRON SANDVIDGH BISCUIT AND CHERRY BLOSSOM LIQUID SCHUP OLI,wav2vec2-base
194,Kannada,Dravidian,Male,30-45,Skip,,wav2vec2-base
195,Kannada,Dravidian,Male,45-60,as my profession was in chemistry and chemical engineering,AS MY IPROFISSION WAS IN LA A CIM HIS TURN CHIMICAL INGENERI,wav2vec2-base
196,Bengali,Indo-Aryan,Male,30-45,"Eastern and southeastern Rajasthan is drained by the Banas and Chambal rivers, tributaries of the Ganges.",EASTERN AND SOUTHEASTERN ROGESTAN IS GRAINED BY THE BANNAS AND CHAMBAL RIVERS TRIBUTARIES OF THE GANGES,wav2vec2-base
197,Kannada,Dravidian,Female,18-30,"you can enjoy the Himalayan forests, gushing river waters, a serene Himalayan lake, clear view of snow-clad mountain ranges, widely spread cool bagyals",YOU CAN ENJOY THE HIMALIAN FORESTS GUSHING RIVER WATERS A TERAIN HMALIAN LAKE CLEAR VIEW OF SNOW CLAD MOUNTAIN RANGES WIDELY SPREAD COOL BUGYALS,wav2vec2-base
198,Urdu,Indo-Aryan,Male,30-45,It further notes that environmental protection is an integral part of sustainable development and cannot be considered separately.,IT FURTHER NOTES THAT ENWERRIMENTAL PROTECTION IS AN INTEGRAL PART OF THE STATABLE DEVELOPMENT AND CANNOT BE CONSIDERED SEPARATELY,wav2vec2-base
199,Telugu,Dravidian,Female,30-45,"Padmavati, Venkateshwar Rao, Kalyan Chakravarty, Jhansi Lakshmi, Meenakshi.",BUT MOTY VINGRDIS WORROL ALEANGACROITY GENTYLECHME MENACTI,wav2vec2-base
200,Punjabi,Indo-Aryan,Female,18-30,"Most people here are engaged in businesses of various sorts, which contribute greatly to the overall economy of the district",MOST PEOPLE HERE ARE ENGAGED IN BUSINESSES OF ALY SORTS WHICH CONTRIBUTE GREATLY TO THE OVERALL ECONOMY OF THE DISTRICT,wav2vec2-base
201,Nepali,Indo-Aryan,Male,18-30,"First of all, in my own opinion, we should be aware of our self-doubt or doubtfulness.",LNESS FIRST OF AL IN MY OPENING IN MY OWN OPINION OPONION O WE SHOULD BE OF IT OF OURSELF SELF DONT A WE SHOULD BE F I OF OURSELF OUR DOUBT OUR DOUBTFULNESS EVER,wav2vec2-base
202,Malayalam,Dravidian,Female,18-30,Can you check if the Banaras Hindu University is an AICTE approved institute?,CAN YOU CHECK EVE THE BANADISIN THE UNIESITY IS AN EH I SY TY E UPROD INSTITUTE,wav2vec2-base
203,Nepali,Indo-Aryan,Female,30-45,"It brings an end to the ill-omened month of Pooj, that is mid-December, when all religious ceremonies are forbidden.",IT BRINGS  AN END TO THE ELL OMENT MONTH OF POSE THAT IS MID DECEMBER WHEN ALL RELIGION THE RELIGIOUS CEREMONIES ARE FORBIDDEN,wav2vec2-base
204,Gujarati,Indo-Aryan,Male,45-60,Can you list all the Paid vaccination centres for age group 18+ years in district Chatra,CAN YOU LISH ALL THE PAGE VAXINITIAN CENTRS FOR AGE GROUP EIGHTEEN PLERS YEARS IN DISTRICT CHATERAR,wav2vec2-base
205,Malayalam,Dravidian,Female,18-30,"Coming up with a career goal is somewhat adventurous, can be rewarding in the long run",COMING AWIT CARRIG ON IS SOMEWHAT ADVENTUROUS CAN BE REWARDING IN THE LONG RUN,wav2vec2-base
206,Malayalam,Dravidian,Female,18-30,Visual,,wav2vec2-base
207,Malayalam,Dravidian,Male,30-45,Forward,,wav2vec2-base
208,Urdu,Indo-Aryan,Female,45-60,Agree,,wav2vec2-base
209,Tamil,Dravidian,Female,30-45,Can you list all the vaccination centres where Booster Dose of COVOVAX is available for age groups 15-17 years,CAN YOU LIST ALL THE VACCINATION CENTRS WHERE BOOSTERDOS OF KOVO WAX IS AVAILABLE FOR AGE GROUPS FIFTEEN TO SEVENTEEN YEARS,wav2vec2-base
210,Kannada,Dravidian,Female,30-45,Talking about the challenges particularly faced by the women,AR TALKING ABOUT THE A CHALLENGES PARTICULARLY AFFACED BY THE WOMEN,wav2vec2-base
211,Bengali,Indo-Aryan,Male,60+,Next,,wav2vec2-base
212,Telugu,Dravidian,Male,18-30,Disable Autopay for my Electricity bill for July and April,MISABLE OUGH TO PAY FOR MY ELECRICITY BILL FOR JULY ANAPOL,wav2vec2-base
213,Bengali,Indo-Aryan,Male,60+,Moby Dick,E,wav2vec2-base
214,Dogri,Indo-Aryan,Female,45-60,"Has the payment been confirmed for my order containing Farmveda Choco Peanuts , American Garden Microwave Popcorn and Natureland Organics Black Pepper",HAS THE PAYMENT BEEN CONFIRMED FOR MY ODER CONTAINING FARM WEDARCOCOPINETS AMERICAN GARDEN MICRO WAVE BACON AND MATERLAND AGNIX BLACK PEPPER,wav2vec2-base
215,Odia,Indo-Aryan,Female,60+,Remove my finger print from PayPal and keep PIN option only!,REMOVE MY FINGER PRINT FROM PAPERN AND GIVE PIN OPTION ONLY,wav2vec2-base
216,Nepali,Indo-Aryan,Female,30-45,"Be it ticket booking, hotel booking, changing reservations, mobile apps have changed the travel experiences",BE ITICAT BOOKING HOTEL BOOKING CHANGING DEGERVATIONS MOBILE ABS HAVE CHANGED THE TRAVEL EXPERIENCES,wav2vec2-base
217,Malayalam,Dravidian,Female,30-45,39,ADEMINE,wav2vec2-base
218,Telugu,Dravidian,Female,45-60,Skip,,wav2vec2-base
219,Bodo,Sino-Tibetan,Male,45-60,Bird,B,wav2vec2-base
220,Urdu,Indo-Aryan,Female,18-30,"There are several escape rooms, there are various adventure games that are nature themed Like one has to cross a forest to",THERE ARE SEVERAL SEVERAL ESCAPED ROOMS THERE ARE VARIOUS ADVENTURE GAMES THAT AR NATURE TEEMED LIKE ONE HAS TO A CROSS A FOREST TO,wav2vec2-base
221,Assamese,Indo-Aryan,Male,60+,The items Pediasure Balanced Nutritional Powder,THE ICLEMSPEDIASIR BELANS NEAR TO SNELBARDER A HARBELL,wav2vec2-base
222,Kannada,Dravidian,Female,30-45,"though okay, but making it compulsory or a kind of",THE DOOR OPEN BUT MAKING IT COMPULSORY ORDER A A KIND OF WOB,wav2vec2-base
223,Punjabi,Indo-Aryan,Female,30-45,"Besides, there are 32 dormitories that can accommodate 1,000 people.",BESIDES THERE ARE TLETTY TWO DOMITARIES THAT CAN ACCOMMODATE THOUSAND PEOPLE,wav2vec2-base
224,Bengali,Indo-Aryan,Male,60+,and social media,AND SOR SOIDIAN,wav2vec2-base
225,Bodo,Sino-Tibetan,Female,18-30,Wow,,wav2vec2-base
226,Malayalam,Dravidian,Female,18-30,"Later, if we compare the English language to other languages such as Malayalam, Hindi, Tamil, etc",LATER IF WE COMBARED ENGLISH LANGUAGE TO OTHER LANGUAGES SUCH AS MALEALUM HIN BE TUMBL ET CETERA,wav2vec2-base
227,Telugu,Dravidian,Female,45-60,How has your practice of yoga changed or evolved over time?,HOW HAS YOUR PRACTICE OF YOUGAR CHANGE OR A WALL OR TIME,wav2vec2-base
228,Kannada,Dravidian,Male,18-30,yes,YES,wav2vec2-base
229,Bengali,Indo-Aryan,Female,45-60,House,,wav2vec2-base
230,Assamese,Indo-Aryan,Male,18-30,How has the English language influenced your culture and identity?,HOW HAS LINGLIS LINGUIS INFLUNSED YOUR CULSER AND IDENTITY,wav2vec2-base
231,Marathi,Indo-Aryan,Female,18-30,The rainfall we receive is moderate.,RY INFOLL WE RECEIVE IS MORDERITI MA O,wav2vec2-base
232,Assamese,Indo-Aryan,Female,30-45,Give 5 stars to the product quality of Laplast Pedal Plastic Garbage Bin,GIVE FIVE STARS TO THE PRODUCT QUALITY OF LAVE PLAST PEDELFLASTI GARBESBEN,wav2vec2-base
233,Kannada,Dravidian,Female,30-45,But the particular importance is given to the families with the BPL cards,BUT THE PARTICULAR IMPORTANCE IS GIVEN THROUGH THE FAMILIES WITH TO BE PAAL CARDS,wav2vec2-base
234,Bengali,Indo-Aryan,Male,18-30,Seven,SEVEN,wav2vec2-base
235,Bengali,Indo-Aryan,Male,18-30,Two,,wav2vec2-base
236,Konkani,Indo-Aryan,Female,30-45,Jump,JUMP,wav2vec2-base
237,Malayalam,Dravidian,Male,30-45,How do you practice and work on your singing technique?,HOW DO YOU PRACTISE AND WILCORN YOUR SINGING TECHNIQUE,wav2vec2-base
238,Malayalam,Dravidian,Female,18-30,"still here, like that the Roman and Greek gods are still among us even in the modern",STILL HERE E YOU KNOW OH THAT THE ROMAN AND GLE GODS ARE STILL AMONG US EVEN IN THE MODERN,wav2vec2-base
239,Punjabi,Indo-Aryan,Female,30-45,"I think it is easy, humble and very polite language.",I THINK IT IS EASY HUMBLE AND VERY POLITE LANGUAGE,wav2vec2-base
240,Odia,Indo-Aryan,Female,30-45,"I'd like to share a few here. Like in art, culture and heritage, the government is trying to expand it like in theater, jatra, cinema, painting and dance",AI LIKE TO SHARE FEW HERE LIKE IN ADICALTURE AND HERE IT IS THE COMMENT IS TRYING TO EXPAND IT LIKE IN THEATR DETRA IS IN THE MARPIN PING AND DANCE,wav2vec2-base
241,Kannada,Dravidian,Female,18-30,today morning were of bad quality.,GOO DAY MORNING RED OFF BAD GLENITY,wav2vec2-base
242,Urdu,Indo-Aryan,Male,30-45,The first global environmental forum from an Islamic perspective held from 23-25 October 2000,THE FIRST GLOBELLIN WORRIMENTIL FOREM FROM AN IS LANIN PERSPECTO HERL FROM TWENTY THIR TO TWENTY FIF DOCTOR BOR TO THOSEN,wav2vec2-base
243,Hindi,Indo-Aryan,Male,18-30,where should i go for Mexican food in my area.,THERE SHOULD I GO FOR MEXICAN FOOT IN MY ADIO,wav2vec2-base
244,Kannada,Dravidian,Female,30-45,Clear all the reminders set up last Year,CLEAR ALL THE REMIND US SET UP LAST YEAR,wav2vec2-base
245,Maithili,Indo-Aryan,Male,30-45,"I later realized when I had left. When I came back there, a gentleman had deposited my wallet at the bus stand office. It was a pleasant experience for me. I remember another experience where at Malda station, Rs. 20 was being taken for Rs. 15 water bottle. And on protesting, the vendor went on a rampage. The local people saved us.",A LERTERLY LODGED WHEN I HAD LEPT WHEN I CAME BACK THERE A GENTLEMAN HAD DEPOSED IN MY VELIOT AT THE BASESTAND OFFICE IT WAS A PLEGANT EXPERIENCE FOR ME I REMEMBER ANOTHER EXPERIENCE WEREAT MALDASHTESAN RUPIS TWENTY WHILE BEING TAKEN POLPISE CUPTIN WATERWODEL AND UNPROTESTING THE BENDER WENT ON ER RAMPEDGE THE LOCAL PEOPLE SEVED US,wav2vec2-base
246,Bodo,Sino-Tibetan,Male,30-45,Baukungri peak,,wav2vec2-base
247,Bengali,Indo-Aryan,Male,18-30,Agree,,wav2vec2-base
248,Odia,Indo-Aryan,Female,18-30,"where there was no mobile networks and we enjoyed for around three, four days out of technology, out of office",THERE THERE WAS NO MORE BILNETWORKS AND WE ENJOYED OUR FOR AROUND TWE FOUR DAYS OUT OF THECKNOWLEDGY OUT OF OFFICE,wav2vec2-base
249,Kashmiri,Indo-Aryan,Female,30-45,Up,,wav2vec2-base
250,Kannada,Dravidian,Male,18-30,The major functions that we celebrate here are,THE MAJOR FUNCTIONS THAT WE CELIBRATE HERE ARE,wav2vec2-base
251,Nepali,Indo-Aryan,Female,30-45,what's the weather forecast for today,WARK'S THO WI TET FOR CAST FOR TO DEY,wav2vec2-base
252,Sindhi,Indo-Aryan,Male,30-45,"to write literature, poetry and the other form of it",TO RITLITLEJO POITRY AND THE OTHER FORM OF IT,wav2vec2-base
253,Punjabi,Indo-Aryan,Male,30-45,Show the transaction details of my APY account with PRAN number 288614536785,SHOW THE TRANSACTION THE DALS OF MYY A P WY ACCOUNT WITH BROWN NUMBER TWO AT HT SIX ONE FOR FIVET SIX SEVEN AT FIVE,wav2vec2-base
254,Marathi,Indo-Aryan,Female,30-45,Can I invest in mutual funds through my Google Pay,CAN I INVESTIN MUTUAL FANTS THROUGH MY GUGAL PEY,wav2vec2-base
255,Kashmiri,Indo-Aryan,Female,30-45,is filled with this a lot of scenic beauty,IS FILLED WITH THIS WITH A LOT OF SCENIC BEAUTY AN,wav2vec2-base
256,Bengali,Indo-Aryan,Female,30-45,"or it was on some occasion, especially during the Durga",OR IT WAS FORSA INSA ON SOME OCCASIONN ESPECIALLY DOI E BUGO,wav2vec2-base
257,Maithili,Indo-Aryan,Female,45-60,Can you track the application status on National Scholarship portal for my mobile number 96131179914,CAN YOU FRAG THE APPLIGATION STATUS ON NATIONAL SCOLISHHYPORTAL FOR MY NOMMOBILE NUMBER NINE SIX ONE THREE ONE ONE SEVEN NINEY NINE MONFOLD,wav2vec2-base
258,Dogri,Indo-Aryan,Male,18-30,"highly suffer due to social and environmental impacts,",IGHLY SUFFER TO THE SOCIAL ENDWOREMAN GIN BAGS,wav2vec2-base
259,Tamil,Dravidian,Female,18-30,"I used, it is very much helpful",I USE IT IS VERY MATAILFOL,wav2vec2-base
260,Gujarati,Indo-Aryan,Male,18-30,A few tributaries form marshy land in early dry season due to natural seepage,A FEW TRIBUTORY FORM MARCILLIN IN A RELIDAISION DUTO NISRACIPID,wav2vec2-base
261,Tamil,Dravidian,Female,18-30,"Another issue is the rise of resorts and entertainment centers which have ruthlessly exploited natural resources, water being the main. Resorts have misused this resource and villages have faced major issues due to critically low levels of available ground water",ANOTHER ISSUE IS THE RASE OF RESURTS AND ENTERTAINMENT CENTRES WHICH HAVE RETLESSLY EXPLOITED NATURAL RESOURCES WATER BEING THE MAN RESULTS HAVE MISUSED THIS RESOURCE AND VILLAGES HAVE FACED METERISSUES DUE TO CRITICALLY LOW LEVELS OF AVAILABLE GROUND QART WART,wav2vec2-base
262,Bodo,Sino-Tibetan,Male,18-30,Time,,wav2vec2-base
263,Kashmiri,Indo-Aryan,Male,30-45,"Conversely, an absence of secure cycle parking is a recurring complaint by cyclists from cities with a low modal share of cycling.",CONVERSELY AN ABSENCE OF SYCU CYCLOPOKING IS THE RICORING COMPLAINED BY CYCLISTS HROMS TEES WITH THE LOW MODAL SHARE OF CYCLING,wav2vec2-base
264,Odia,Indo-Aryan,Male,18-30,and most of the modern generation,AND MONSTEUR OF THE MMORDERN GENERATION,wav2vec2-base
265,Sindhi,Indo-Aryan,Male,30-45,in yoga helps to stabilize our body,IN YUGA HELPS DUSTEVILISE OUR BODY,wav2vec2-base
266,Kashmiri,Indo-Aryan,Female,30-45,"Alexa,I need a six am wake up call.",ALEXI I NEED A SIX AM WACOB CALL,wav2vec2-base
267,Bengali,Indo-Aryan,Male,60+,"English is the preferred medium, but",ENGLISH IS THE PREPARRED MIDIOM BUT,wav2vec2-base
268,Urdu,Indo-Aryan,Male,45-60,Down,DOWN,wav2vec2-base
269,Konkani,Indo-Aryan,Female,18-30,to UPI id,DO YOU BE A IDY,wav2vec2-base
270,Kannada,Dravidian,Female,30-45,in Karnataka,IN GOT AN ATICO,wav2vec2-base
271,Malayalam,Dravidian,Male,18-30,Transfer 70000 rupees  to selected contacts at 9 AM tomorrow using Amazon Pay,TRANSFERRED SEVENTY THOUSAND RUPEES TO SELECT OR CON THATS AT NIN I AM TO MORROW USING AMAZON PA,wav2vec2-base
272,Malayalam,Dravidian,Male,45-60,"it goes, and it goes into the practicality of feeling one with everything that's around",S IT GOES AND IT GOES INTO THE PLACTICALITY OF FEELING ONE WITH EVERYTHING THAT IS AROUNDED,wav2vec2-base
273,Gujarati,Indo-Aryan,Female,30-45,Bhajan,,wav2vec2-base
274,Bengali,Indo-Aryan,Male,60+,"mainly government, schools, colleges and universities",MAINLY GOVERN MEN TO SCHOOLS COLLEGES AND INERSITIES,wav2vec2-base
275,Odia,Indo-Aryan,Male,18-30,I think English plays a very crucial role in the communication between the,I THINK ENGLISH PLEASER VACUSHAL RULE IN THE COMMUNICATION BETWEEN THES,wav2vec2-base
276,Maithili,Indo-Aryan,Female,18-30,Send OTP to a new registered number 77094485580 instead of the old one.,SEND OTIPI TO A NEW REGISTERED NUMBER SEVEN SEVEN ZERO NINE FOUR FOUR EIGHT FIVE FIVE EIGHT ZERO INSTEAD OF THE OLD ONE,wav2vec2-base
277,Hindi,Indo-Aryan,Female,45-60,I want to check my EFPO passbook balance for my provident fund account with UAN number 514937736246,I WANT TO CHECK MY E F P O PASSBLE BALANCSE FOR MY PROVIDENT FUN ACCOUNT WITH YOU WER IN NUMBER FIVE ONE FOUR NINE THREE SEVEN SEVEN THREE SIX TWO FOUR SIX,wav2vec2-base
278,Konkani,Indo-Aryan,Male,18-30,English is widely understood by people of India.,ENGLISH IS WIDELY UNDERSTOOD BY PEOPLE OF INDIA,wav2vec2-base
279,Urdu,Indo-Aryan,Male,45-60,Change my JIO Money lock from phone's password to a NUMBER-digit pin.,CHANGE MY GIOMANILOCK FROM FONSPASWARD TO A UMBURDIGED PIN,wav2vec2-base
280,Bodo,Sino-Tibetan,Female,30-45,Two,TWO,wav2vec2-base
281,Gujarati,Indo-Aryan,Male,45-60,"As you sow, so shall you reap.",AS YOU SAW SO SHALL YOU REAB,wav2vec2-base
282,Kashmiri,Indo-Aryan,Male,45-60,so that the plants can be saved during the winter,SO THAT THE GLANTS CAN BE SAVED DURING THE WINKER,wav2vec2-base
283,Bengali,Indo-Aryan,Female,18-30,Down,DOWN,wav2vec2-base
284,Urdu,Indo-Aryan,Male,30-45,it is India's first UNESCO World Heritage City,IT IS IN DEA'S FIRST JUNUSCOBOLD HEDITED CITY,wav2vec2-base
285,Bodo,Sino-Tibetan,Female,18-30,Disagree,DISAGREE,wav2vec2-base
286,Urdu,Indo-Aryan,Female,30-45,Down,DOWN,wav2vec2-base
287,Marathi,Indo-Aryan,Male,60+,which is supplied to sugar mills,WHICH IS SUPPLIED TO SUGAR MILLS,wav2vec2-base
288,Assamese,Indo-Aryan,Male,18-30,Can I invest in mutual funds through my Yono SBI,CAN I INVESTING MUCHEL HANS TROMAY ONOYSBIE,wav2vec2-base
